Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,Primary sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Sponsors Country,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure,is_resilient
South Asia,India,Lower middle income,Non-IDA,2023,September,Karnal Ring Road,,Greenfield project,Other,Active,Transport,Roads,Highway,State of Haryana,Not Available,National,Capital subsidy,48.21,Not Available,,,2023,100,Not Available,120.52,120.52,KM,34.5,,,Not Available,Competitive bidding,Not Available,HG Infra Engineering (Not Available / 100% ),Afghanistan,User fees,,,,,,,,No,0.0
South Asia,India,Lower middle income,Non-IDA,2023,December,Khavda Renewable Energy Solar PV plant (Phase I),,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,Gujarat,Not Available,National,Not Available,,Not Available,,,2023,100,Not Available,3000,3000.0,MW,2167,"Solar, PV",,,Not Available,,Adani Group (Not Available / 100% ),India,Purchase agreements or transmission fees with public entity(ies),,,,1360,100:0,"DBS Bank (Commercial / International / $Not Available), 

Mitsubishi UFJ Financial (Commercial / International / $Not Available), 

Standard Chartered (Commercial / International / $Not Available), 

Sumitomo (Commercial / International / $Not Available), 

Rabobank (Commercial / International / $Not Available), 

BNP Paribas (Commercial / International / $Not Available), 

Intesa Sanpaolo (Commercial / International / $Not Available), 

Soc Gen (Commercial / International / $Not Available)",,No,1.0
South Asia,India,Lower middle income,Non-IDA,2023,April,Kodukkamparai & Irachi Villages Solar PV Plant,,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,state of Tamil Nadu,Not Available,Not Available,Not Available,,Not Available,,,2023,100,Not Available,6.29,6.29,MW,19.3,"Solar, PV",,,Not Available,,Fourth Partner Energy (Not Available / 100% ),India,Purchase agreements or transmission fees with public entity(ies),,No,No,6.29,100:0,Other Aditya Birla Finance (Commercial / Local / $6.29),No,No,1.0
South Asia,India,Lower middle income,Non-IDA,2023,March,Mathura Bypass to Gaju Village (Package 1B),Mathura Bypass - Gaju Village highway section,Greenfield project,Not Available,Active,Transport,Roads,Highway,State of Uttar Pradesh,15,National,Capital subsidy,50,Not Available,,13,2023,100,Not Available,120,120.0,KM,32.9,,,,Not Available,,PNC Infratech Ltd ($13 / 100% ),India,Fixed annuity/availability payment(s) from the government,,,,57,47:53,,,No,0.0
South Asia,India,Lower middle income,Non-IDA,2023,March,Port of Chidambaranar Container Terminal Redevelopment,,Brownfield,Other,Active,Transport,Ports,Terminal,Tamil Nadu,30,Not Available,Not Available,,Not Available,,12.13,2023,100,Not Available,68.69,68.69,Throughput (thousands of TEUs per year),1800,,,Lowest cost of construction or operation,Competitive bidding,Not Available,J M Baxi Group ($12.13 / 100% ),India,User fees,,No,No,52.34,82:18,State Bank of India (SBI) (Public / Local / $52.34),No,No,0.0
South Asia,India,Lower middle income,Non-IDA,2023,November,SAEL Gujarat solar power plant,,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,Gujarat,Not Available,National,Not Available,,Not Available,,82.82,2023,100,Not Available,303.37,303.37,MW,400,"Solar, PV",,,Not Available,,SAEL Industries ($82.82 / 100% ),India,Purchase agreements or transmission fees with public entity(ies),,ADB (Loan / $148 Million / 2023),,220.55,72:28,"ADB (Multilateral / International / $147.03), 

Other  (Commercial / Local / $73.52)",,No,1.0
South Asia,India,Lower middle income,Non-IDA,2023,March,SAEL Rajasthan biomass power plants portfolio,,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,state of Rajasthan,Not Available,Not Available,Not Available,,Not Available,,,2023,100,Not Available,91.14,91.14,MW,74.5,Biomass,,,Not Available,,SAEL Industries (Not Available / 100% ),India,Purchase agreements or transmission fees with public entity(ies),,ADB (Loan / $92 Million / 2023),No,91.14,100:0,ADB (Multilateral / International / $91.14),No,No,1.0
South Asia,India,Lower middle income,Non-IDA,2023,September,Serentica's hybrid renewable energy projects in Karnataka,,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,Karnataka,Not Available,National,Not Available,,Not Available,,0,2023,100,Not Available,673.8,673.8,MW,960,"Solar, PV",,,Not Available,,Serentica Renewables ($0 / 100% ),India,Public purchase agreements or transmission fees with private entity(ies),,No,No,673.8,100:0,"Power Finance Corporation Limited (Public / Local / $312.83), 

Rural Electrification Corporation (REC) (Public / Local / $360.97)",,No,1.0
South Asia,India,Lower middle income,Non-IDA,2023,February,Sonauli-Gorakhpur section of NH-29E concession,,Greenfield project,Not Available,Active,Transport,Roads,Highway,State of Uttar Pradesh,15,National,Not Available,,Not Available,,178,2023,100,Not Available,178,178.0,KM,79.54,,,Not Available,Competitive bidding,Not Available,PNC Infratech Ltd ($178 / 100% ),India,Fixed annuity/availability payment(s) from the government,,No,No,,,,,No,0.0
South Asia,India,Lower middle income,Non-IDA,2023,August,Tirunelveli solar PV plant,,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,"Tirunelveli district, state of Tamil Nadu",Not Available,National,Not Available,,Not Available,,,2023,100,Not Available,14.7,14.7,MW,25,"Solar, PV",,,Not Available,,Fourth Partner Energy (Not Available / 100% ),India,Public purchase agreements or transmission fees with private entity(ies),,ADB (Loan / $15 Million / 2023),No,14.7,100:0,ADB (Multilateral / International / $14.7),No,No,1.0
South Asia,India,Lower middle income,Non-IDA,2023,August,Tuna-Tekra mega-container terminal,,Greenfield project,"Build, operate, and transfer",Active,Transport,Ports,Terminal,"Kandla, Gujarat",30,National,Not Available,,Not Available,,510,2023,50,Not Available,510,510.0,Throughput (thousands of TEUs per year),2190,,,,Not Available,,"DP World ($255 / 50% ), 

National Investment and Infrastructure Fund ($255 / 50% )","United Arab Emirates, 

India",User fees,,,,,,,No,No,0.0
South Asia,India,Lower middle income,Non-IDA,2023,December,Varanasi - Ranchi - Kolkata highway (Package 2),,Greenfield project,Not Available,Active,Transport,Roads,Highway,State of Bihar,15,National,Capital subsidy,42.78,Not Available,,,2023,100,Not Available,106.94,106.94,KM,27,,,Not Available,Competitive bidding,Not Available,PNC Infratech Ltd (Not Available / 100% ),India,User fees,,No,No,,,,,No,0.0
South Asia,India,Lower middle income,Non-IDA,2023,December,Varanasi - Ranchi - Kolkata highway (Package 3),,Greenfield project,Not Available,Active,Transport,Roads,Highway,State of Bihar,15,National,Capital subsidy,53.46,Not Available,,,2023,100,Not Available,133.64,133.64,KM,36,,,Not Available,Competitive bidding,Not Available,PNC Infratech Ltd (Not Available / 100% ),India,User fees,,No,No,,,,,No,0.0
South Asia,India,Lower middle income,Non-IDA,2023,December,Varanasi - Ranchi - Kolkata highway (Package 6),,Greenfield project,Not Available,Active,Transport,Roads,Highway,State of Bihar,15,National,Capital subsidy,60.49,Not Available,,,2023,100,Not Available,151.23,151.23,KM,35.2,,,Not Available,Competitive bidding,Not Available,PNC Infratech Ltd (Not Available / 100% ),India,User fees,,No,No,,,,,No,0.0
South Asia,India,Lower middle income,Non-IDA,2024,July,400 MW Engie solar power plant,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Surendranagar District, Gujarat",25,National,Not Available,,Not Available,,0,2024,100,Not Available,175.8,175.8,MW,400,"Solar, PV",,,Not Available,,ENGIE ($0 / 100% ),France,Purchase agreements or transmission fees with public entity(ies),,"ADB (Loan / $88 Million / 2024), 

Other AIIB (Loan / $88 Million / 2024)",No,175.8,100:0,"ADB (Multilateral / International / $87.9), 

Other AIIB (Multilateral / International / $87.9)",,No,1.0
South Asia,India,Lower middle income,Non-IDA,2024,November,AMPIN's 200 MW Solar-Wind Hybrid project,,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,state of Rajasthan,25,National,Not Available,,Not Available,,24,2024,100,Not Available,113,113.0,MW,200,"Solar, PV, N/A",,,Not Available,,AMPIN's 200 MW Solar-Wind Hybrid project ($24 / 100% ),India,Purchase agreements or transmission fees with public entity(ies),,No,No,89,79:21,Standard Chartered (Commercial / International / $89),,Yes,1.0
South Asia,India,Lower middle income,Non-IDA,2024,April,Avaada Energy Surendra Nagar solar PV plant (stage 1),,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,Surendra Nagar district of Gujarat,Not Available,National,Not Available,,Not Available,,0,2024,100,Not Available,143,143.0,MW,400,"Solar, PV",,,Not Available,,Avaada Power ($0 / 100% ),India,Purchase agreements or transmission fees with public entity(ies),,,,143,100:0,State Bank of India (SBI) (Public / Local / $143),No,No,1.0
South Asia,India,Lower middle income,Non-IDA,2024,March,BluPine Gujarat wind farm,,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,Gujarat,25,National,Not Available,,Not Available,,,2024,100,Not Available,152.2,152.2,MW,198,Wind,,Lowest tariff,Competitive bidding,Not Available,Actis (Not Available / 100% ),United Kingdom,Purchase agreements or transmission fees with public entity(ies),,,,152.2,Not Available,"Standard Chartered (Commercial / International / $76.1), 

Other Tata Capital (Commercial / Local / $76.1)",,No,1.0
South Asia,India,Lower middle income,Non-IDA,2024,July,BluPine Panshina and Radhanpur Solar PV Plants (120MW),,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,Panshina and Radhanpur village of Gujarat,25,National,Not Available,,Not Available,,0,2024,100,Not Available,52.13,52.13,MW,120,"Solar, PV",,,Not Available,,AMPIN's 200 MW Solar-Wind Hybrid project ($0 / 100% ),India,Purchase agreements or transmission fees with public entity(ies),,No,No,52.13,100:0,State Bank of India (SBI) (Public / Local / $52.13),No,Yes,1.0
South Asia,India,Lower middle income,Non-IDA,2024,April,BluPine Sadla solar PV plant,,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,"Sadla, Gujarat",25,National,Not Available,,Not Available,,,2024,100,Not Available,Not Available,50.0,MW,120,"Solar, PV",,Lowest tariff,Competitive bidding,Not Available,Actis (Not Available / 100% ),United Kingdom,Purchase agreements or transmission fees with public entity(ies),,,,50.1,Not Available,HDFC Bank Ltd (Commercial / Local / $50.1),,No,1.0
South Asia,India,Lower middle income,Non-IDA,2024,April,Charge Zone India EV charging network expansion,,Greenfield project,Not Available,Active,Transport,E-Vehicle Charging Station,,,Not Available,National,Not Available,,Not Available,,19,2024,100,Not Available,19,19.0,Number of installed connections ( in thousands),1.5,,,,Not Available,,Charge Zone ($19 / 100% ),India,User fees,,No,British International Investment (BII) (Equity / $19 Million / 2024),,,,,No,1.0
South Asia,India,Lower middle income,Non-IDA,2024,May,ENGIE solar power project,,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,"Gujarat, India",25,National,Not Available,,Not Available,,44.62,2024,100,Not Available,221,221.0,MW,400,"Solar, PV",,,Not Available,,Engie Group ($44.62 / 100% ),France,Purchase agreements or transmission fees with public entity(ies),,"Other AIIB (Loan / $89 Million / 2024), 

ADB (Loan / $88 Million / 2024)",,176.38,80:20,"ADB (Multilateral / International / $87.88), 

Other AIIB (Multilateral / International / $88.5)",,No,1.0
South Asia,India,Lower middle income,Non-IDA,2024,September,Gorbea solar plant (435MW),,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,state of Rajasthan,25,National,Not Available,,Not Available,,,2024,100,Not Available,Not Available,147.06,MW,435,"Solar, PV",,,Not Available,,Zelestra (Not Available / 100% ),Spain,Purchase agreements or transmission fees with public entity(ies),,No,No,147.06,Not Available,"HSBC (Commercial / International / $Not Available), 

Mitsubishi UFJ Financial (Commercial / International / $Not Available), 

Bank of America (Commercial / International / $Not Available), 

Credit Agricole (Commercial / International / $39)",No,Yes,1.0
South Asia,India,Lower middle income,Non-IDA,2024,April,Husk Power Systems rural electrification (phase 2),,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,,Not Available,National,Not Available,,Not Available,,0,2024,100,Not Available,4,4.0,MW,Not Available,"Solar, PV",Husk Power Systems rural electrification (phase 2),,Not Available,,Husk Power Systems ($0 / 100% ),United States,Purchase agreements or transmission fees with public entity(ies),,Other EU-funded impact investment facility ElectriFI (Loan / $4 Million / 2024),,4,100:0,Other EDFI ElectriFI (Multilateral / International / $4),,No,1.0
South Asia,India,Lower middle income,Non-IDA,2024,November,Nepra Resource Management's dry waste recovery and recycling plants,,Greenfield project,Not Available,Active,Municipal Solid Waste,Treatment/ Disposal,,,Not Available,National,Not Available,,Not Available,,0,2024,100,Not Available,10,10.0,Throughput (thousands of tons per year),Not Available,,,,Not Available,,Nepra Resource Management ($0 / 100% ),India,Variable annuity/availability payment(s) from the government,,No,U.S. International Development Finance Corporation (DFC) (Loan / $10 Million / 2024),10,100:0,Other U.S. International Development Finance Corporation (DFC) (Bilateral / International / $10),,No,1.0
South Asia,India,Lower middle income,Non-IDA,2024,August,Pachora Hybrid Power Project (200MW),,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,Madhya Pradesh,Not Available,National,Not Available,,Not Available,,0,2024,100,Not Available,170,170.0,MW,200,"Solar, PV, Wind",,,Not Available,,Blueleaf Energy ($0 / 100% ),Singapore,Purchase agreements or transmission fees with public entity(ies),,No,No,170,100:0,Axis Bank (Commercial / Local / $170),,Yes,1.0
South Asia,India,Lower middle income,Non-IDA,2024,August,PFC Ostro Kannada Solar PV Plant (300MW),,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,Karnataka,Not Available,National,Not Available,,Not Available,,0,2024,100,Not Available,174.49,174.49,MW,300,Wind,,,Not Available,,Ostro Kannada Power Private Ltd (OKPPL) ($0 / 100% ),India,Purchase agreements or transmission fees with public entity(ies),,No,Japan Bank for International Cooperation (JBIC) (Loan / $93 Million / 2024),174.49,100:0,"Japan Bank for International Cooperation (JBIC) (Bilateral / International / $92.38), 

SMBC (Commercial / International / $20.53), 

Other Bank of Fukuoka (Commercial / International / $20.53), 

Other Bank of Yokohama (Commercial / International / $20.53), 

Other Shiga Bank (Commercial / International / $20.53)",,Yes,1.0
South Asia,India,Lower middle income,Non-IDA,2024,March,Privatization of 24% in IRB Infrastructure Trust,,Divestiture,Full,Active,Transport,Roads,Highway,,Not Available,National,Not Available,,Not Available,,,2024,100,Not Available,Not Available,793.0,Not Available,Not Available,,,,Not Available,,Ferrovial Group (Not Available / 100% ),Spain,User fees,,No,No,,,,No,No,0.0
South Asia,India,Lower middle income,Non-IDA,2024,June,ReNew Hans Urja solar PV plant,,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,state of Rajasthan,25,National,Not Available,,Not Available,,0,2024,100,Not Available,240.95,240.95,MW,600,"Solar, PV",,Lowest tariff,Competitive bidding,Not Available,ReNew Energy Global (Not Available / Not Available% ),India,Purchase agreements or transmission fees with public entity(ies),,,,240.95,100:0,"Credit Agricole (Commercial / International / $48.19), 

Mitsubishi UFJ Financial (Commercial / International / $48.19), 

BNP Paribas (Commercial / International / $48.19), 

Sumitomo (Commercial / International / $48.19), 

Soc Gen (Commercial / International / $48.19)",,No,1.0
South Asia,India,Lower middle income,Non-IDA,2024,May,ReNew ISTS XI Solar PV Plant (600MW),,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,,25,National,Not Available,,Not Available,,0,2024,100,Not Available,225.13,225.13,MW,600,"Solar, PV",,Lowest tariff,Competitive bidding,Not Available,ReNew Energy Global ($0 / 100% ),India,Purchase agreements or transmission fees with public entity(ies),,No,No,225.13,100:00,"Sumitomo (Commercial / International / $54.28), 

Soc Gen (Commercial / International / $54.28), 

Mitsubishi UFJ Financial (Commercial / International / $38.86), 

Credit Agricole (Commercial / International / $38.86), 

BNP Paribas (Commercial / International / $38.86)",,No,1.0
South Asia,India,Lower middle income,Non-IDA,2024,March,ReNew Kalijal and Nagerda Solar PV Plant (300MW),,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,"Kalijal, Nagerda",Not Applicable,National,Not Applicable,,Not Applicable,,,2024,100,Not Available,124.13,124.13,MW,300,"Solar, PV",,,Not Available,,ReNew Energy Global (Not Available / 100% ),India,Purchase agreements or transmission fees with public entity(ies),,,,124.13,100:0,"Mitsubishi UFJ Financial (Commercial / International / $41.38), 

Mizuho (Commercial / International / $41.38), 

BNP Paribas (Commercial / International / $41.37)",,No,1.0
South Asia,India,Lower middle income,Non-IDA,2024,December,SAEL solar plant (300MW),,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,state of Andhra Pradesh,25,National,Not Available,,Not Available,,48,2024,100,Not Available,192,192.0,MW,300,"Solar, PV",,Lowest tariff,Competitive bidding,Not Available,SAEL Industries ($48 / 100% ),India,Purchase agreements or transmission fees with public entity(ies),,"Other AIIB (Loan / $67 Million / 2024), 

Other NDB (Loan / $50 Million / 2024)",No,144,75:25,"Other AIIB (Multilateral / International / $67), 

Other NDB (Multilateral / International / $50)",No,Yes,1.0
South Asia,India,Lower middle income,Non-IDA,2024,April,SECI IV Renew Rajasthan Solar PV Plant,,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,state of Rajasthan,25,National,Not Available,,Not Available,,,2024,100,Not Available,245,245.0,MW,375,"Solar, PV",,Lowest tariff,Competitive bidding,Not Available,ReNew Energy Global (Not Available / 100% ),India,Purchase agreements or transmission fees with public entity(ies),,,,245,100:0,"Soc Gen (Commercial / International / $49), 

Sumitomo (Commercial / International / $49), 

BNP Paribas (Commercial / International / $49), 

Credit Agricole (Commercial / International / $49), 

Mitsubishi UFJ Financial (Commercial / International / $49)",,No,1.0
South Asia,India,Lower middle income,Non-IDA,2024,February,Varanasi Aurangabad NH-2 Tollway,,Greenfield project,Not Available,Active,Transport,Roads,Highway,Uttar Pradesh and Bihar,30,State/Provincial,Not Available,,Not Available,,105.44,2024,100,Not Available,350,350.0,KM,192.4,,,,Not Available,,Roadis ($105.44 / 100% ),Spain,User fees,,,,244.56,70:30,"Union Bank of India (Public / Local / $35.34), 

Punjab National Bank (Public / Local / $64.79), 

Central Bank of India (Public / Local / $22.88), 

Bank of Baroda (Public / Local / $20.53), 

Indian Overseas Bank (IOB) (Public / Local / $22.87), 

Other Indian Infrastructure Finance Company (Public / Local / $41.59), 

Bank of India (Public / Local / $13.68), 

State Bank of India (SBI) (Public / Local / $22.88)",,No,0.0
South Asia,Maldives,Upper middle income,IDA,2005,November,Wataniya Telecom Maldives Private Limited,Wataniya Maldives,Greenfield project,Merchant,Active,Information and communication technology (ICT),ICT,Other,Nationwide,15,National,Not Available,,Not Available,,,2005,100,0,40,40.0,Number of installed connections ( in thousands),50,,,Highest new investment,Competitive bidding,4,Wataniya Telecom (Not Available / 100% ),Kuwait,Not Applicable,,"IFC (Loan / $20 Million / 2005), 

Other  (Loan / $7 Million / 2005)",No,,,,,No,0.0
South Asia,Maldives,Upper middle income,IDA,2010,November,Maldives Male International Airport,,Brownfield,"Build, rehabilitate, operate, and transfer",Cancelled,Transport,Airports,Runway and terminal,Maldives,25,National,Not Applicable,,Not Applicable,,0,2010,100,78,400,478.0,Number of runways,1,,,Highest price paid to government,Competitive bidding,3,"GMR Group (Not Available / 77% ), 

Malaysia Airports Holding Berhad (MAHB) (Not Available / 23% )","India, 

Malaysia",User fees,,No,No,Not Available,70/30,,No,No,0.0
South Asia,Maldives,Upper middle income,IDA,2022,October,Dhiraagu's SEA-ME-WE 6 submarine cable system (SMW6),,Greenfield project,Not Available,Active,Information and communication technology (ICT),ICT,Submarine cable,,Not Available,National,Not Available,,Not Available,,,2022,100,Not Available,30,30.0,KM,15000,,,,Not Available,,Others (Not Available / 100% ),..,User fees,,"IFC (Loan / $20 Million / 2022), 

ADB (Loan / $11 Million / 2022)",No,30,100:0,"IFC (Multilateral / International / $19.1), 

ADB (Multilateral / International / $10.9)",,No,0.0
South Asia,Maldives,Upper middle income,IDA,2022,March,Maldives solar PV portfolio,,Greenfield project,Other,Active,Energy,Electricity,Electricity generation,"Addu City, Fuvahmulah City, Kulhudhuffushi City, GDh. Thinadhoo, B. Eydhafushi, Lh. Hinnavaru",Not Available,National,Not Available,,Not Available,,,2022,100,Not Available,Not Available,,MW,11,"Solar, PV",,,Not Available,,"Mega First Corp. (Not Available / Not Available% ), 

Powerchina Huadong Engineering Corporation (HDEC) (Not Available / Not Available% )",".., 

China",Purchase agreements or transmission fees with public entity(ies),,IDA (Guarantee / $3 Million / 2022),,Not Available,Not Available,,,No,1.0
South Asia,Nepal,Low income,IDA,2000,January,Indrawati III Power Project,,Greenfield project,"Build, operate, and transfer",Active,Energy,Electricity,Electricity generation,Indrawati River in Sindhupaichowk District,Not Available,National,Not Available,,Not Available,,,2000,100,0,15.1,15.1,MW,5,"Hydro, Small (<50MW)",,Not Applicable,Not Available,,"NB Group (Not Available / 58% ), 

Lyse Kraft AS (Not Available / 42% )","Nepal, 

Norway",PPA/WPA payments,,No,No,,,,,No,1.0
South Asia,Nepal,Low income,IDA,2002,January,United Telecom Limited,UTL,Greenfield project,"Build, own, and operate",Active,Information and communication technology (ICT),ICT,Other,"Bagmati, Kathmandu",10,National,Not Available,,Not Available,,,2002,100,1.3,3.6,4.9,Not Available,Not Available,"N/A, N/A",,Not Applicable,Not Available,,"Mahanagar Telephone Nigam (Not Available / 27% ), 

Tata Communications (Not Available / 27% ), 

Telecom Consultants India Ltd (Not Available / 27% ), 

Nepal Ventures Private Limited (Not Available / 20% )","India, 

.., 

.., 

Nepal",User fees,,No,No,,,,,No,0.0
South Asia,Nepal,Low income,IDA,2003,September,Arun Valley Piluwa Khola SHPP,Piluwakhola SHPP,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Sankhuwasabha, Chainpur",Not Available,National,Not Available,,Not Available,,,2003,100,Not Available,4.35,4.35,MW,3,"Hydro, Small (<50MW)",,,License scheme,,Arun Valley Hydropower Development Company (Not Available / 100% ),Nepal,PPA/WPA payments,,No,No,,,"State Bank of India (SBI) (Not Available / Not Available / $Not Available), 

Other State Owned Bank  (Not Available / Not Available / $Not Available)",,No,1.0
South Asia,Nepal,Low income,IDA,2003,January,Butwal Power Company (BPC),Andhikhola SHPP; Jhimruk SHPP; Andhi Khola SHPP,Divestiture,Partial,Active,Energy,Electricity,Electricity distribution and generation,Butwal,Not Applicable,National,Not Available,,Not Available,,,2003,80,Not Available,0,,MW,21,"Hydro, Small (<50MW)",,Not Applicable,Competitive bidding,Not Available,Shangri-La Energy Limited (Not Available / 69% ),Nepal,PPA/WPA payments,,IFC (Loan / $7 Million / 2009),No,,,,,No,1.0
South Asia,Nepal,Low income,IDA,2003,March,Chilime Rasuwa SHPP,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Bagmati, Rasuwa",Not Available,National,Not Available,,Not Available,,,2003,49,Not Available,26.2,26.2,MW,20,"Hydro, Small (<50MW)",,,License scheme,,Chilime Hydropower Company (Not Available / 100% ),Nepal,PPA/WPA payments,,No,No,,,,,No,1.0
South Asia,Nepal,Low income,IDA,2004,January,Ridi Rairang SHPP,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Bagmati, Thake",Not Available,National,Not Available,,Not Available,,,2004,100,Not Available,0.5,0.5,MW,0.5,"Hydro, Small (<50MW)",,Not Applicable,Not Available,,Ridi Hydropower Development Company (Not Available / 100% ),Nepal,PPA/WPA payments,,No,No,,,Other Commercial Bank  (Not Available / Not Available / $Not Available),,No,1.0
South Asia,Nepal,Low income,IDA,2004,April,STM Telecom Sanchar Private Limited,,Greenfield project,"Build, operate, and transfer",Active,Information and communication technology (ICT),ICT,Other,Nepal,10,National,Not Available,,Not Available,,,2004,100,0,5,5.0,Number of installed connections ( in thousands),1,,,Lowest subsidy required,Competitive bidding,2,"Samart Communication Company Limited (Not Available / 15% ), 

Apollo Investment Pvt. Ltd. (Not Available / 20% ), 

STM Communications Services (Not Available / 55% )","Thailand, 

Nepal, 

United States",Fixed annuity/availability payment(s) from the government,,IDA (Loan / $12 Million / 2004),No,,,,,No,0.0
South Asia,Nepal,Low income,IDA,2005,January,Alliance Chaku Khola SHPP,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Bagmati, Sindhupalchowk",Not Available,Not Available,Not Available,,Not Available,,,2005,100,Not Available,2,2.0,MW,1.5,"Hydro, Small (<50MW)",,,License scheme,,Alliance Power Nepal (Not Available / 100% ),Nepal,PPA/WPA payments,,No,No,,,,,No,1.0
South Asia,Nepal,Low income,IDA,2005,January,Butwal Lower Nyadi SHPP,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Gandaki, Lamjung",Not Available,National,Not Available,,Not Available,,,2005,85,Not Available,6,6.0,MW,4.5,"Hydro, Small (<50MW)",,,Not Available,,Butwal Power Company (Not Available / 100% ),Nepal,PPA/WPA payments,,No,No,,,,,No,1.0
South Asia,Nepal,Low income,IDA,2005,January,Khudi SHPP,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Gandaki, Lamjung",Not Available,National,Not Available,,Not Available,,2,2005,100,Not Available,6.5,6.5,MW,3.45,"Hydro, Small (<50MW)",,Not Applicable,Not Available,,Butwal Power Company ($2 / 100% ),Nepal,PPA/WPA payments,,No,No,4.5,70/30,Other Commercial Bank  (Not Available / Not Available / $Not Available),,No,1.0
South Asia,Nepal,Low income,IDA,2005,January,Sanima Sun Koshi SHPP,Sunkosi SHPP; Sun Kosi SHPP,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Bagmati, Sindhupalchowk",Not Available,National,Not Available,,Not Available,,,2005,100,Not Available,3,3.0,MW,2.6,"Hydro, Small (<50MW)",,,License scheme,,Sanima Hydropower (P) Ltd. (SHPL) (Not Available / 100% ),Nepal,PPA/WPA payments,,No,No,,,,,No,1.0
South Asia,Nepal,Low income,IDA,2008,November,Ridi Ridikhola SHPP,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Gulmi & Siddeshwor, Palpa District",Not Available,National,Not Available,,Not Available,,,2008,100,Not Available,4.6,4.6,MW,2.4,"Hydro, Small (<50MW)",,,License scheme,,Ridi Hydropower Development Company (Not Available / 100% ),Nepal,PPA/WPA payments,,No,No,,,"Other Commercial Bank  (Not Available / Not Available / $Not Available), 

Other State Owned Bank  (Not Available / Not Available / $Not Available)",,No,1.0
South Asia,Nepal,Low income,IDA,2010,January,Butwal Andikhola Expansion SHPP ,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Kaligandaki River, Andhikola",Not Available,Not Available,Not Applicable,,Not Applicable,,0,2010,100,Not Available,Not Available,,MW,4.3,"Hydro, Small (<50MW)",,Not Applicable,License scheme,,Butwal Power Company (Not Available / 100% ),Nepal,Purchase agreements or transmission fees with public entity(ies),,IFC (Loan / $.. Million / 2012),No,,,,No,No,1.0
South Asia,Nepal,Low income,IDA,2010,November,Kathmandu Upatyaka Khanepani Limited (KUKL),,Management and lease contract,Management contract,Active,Water and sewerage,Water Utility,Water utility with sewerage,Kathmandu metropolitan area,4,National,Capital subsidy,Not Available,Not Available,,0,2010,100,0,0,,Number of installed connections ( in thousands),160,,,,License scheme,,BerlinWasser (Not Available / 100% ),Germany,Fixed annuity/availability payment(s) from the government,,No,No,,,,No,No,1.0
